Geolocation,Major Occupation,year,quarter,Female,Male
REGION IVA,Professionals,2019,Q1,246.798,122.077
REGION X,Elementary Occupations,2020,Q4,246.669,493.303
REGION VI,Elementary Occupations,2021,Q1,246.6676666666667,784.4110000000001
PHILIPPINES,Plant and Machine Operators and Assemblers,2020,Q4,246.398,2885.059
PHILIPPINES,Plant and Machine Operators and Assemblers,2018,Q2,245.822,2312.611
REGION II,Elementary Occupations,2021,Q4,245.55466666666666,393.3113333333333
REGION V,Elementary Occupations,2021,Q2,244.97133333333332,580.5213333333332
REGION VI,Service and Sales Workers,2018,Q1,244.111,205.996
REGION VII,Managers,2018,Q1,242.806,148.352
REGION XI,Service and Sales Workers,2019,Q2,242.737,152.031
PHILIPPINES,Plant and Machine Operators and Assemblers,2021,Q1,242.56233333333333,3023.880333333333
NCR,Professionals,2019,Q2,240.872,189.204
REGION IVA,Plant and Machine Operators and Assemblers,2021,Q2,239.78633333333332,596.3803333333334
REGION I,Service and Sales Workers,2021,Q2,238.99033333333333,147.54600000000002
REGION X,Elementary Occupations,2021,Q1,237.8083333333333,510.98
REGION IX,Elementary Occupations,2021,Q2,237.72799999999998,340.5333333333333
REGION II,Elementary Occupations,2021,Q3,237.20900000000003,402.69800000000004
REGION V,Service and Sales Workers,2020,Q4,236.604,140.845
REGION VII,Elementary Occupations,2019,Q2,235.936,440.818
REGION IVA,Professionals,2018,Q3,234.993,120.497
NCR,Professionals,2018,Q3,234.955,191.332
REGION XII,Elementary Occupations,2020,Q3,234.874,411.016
REGION III,Managers,2020,Q4,234.53,158.636
REGION IVA,Professionals,2020,Q4,233.27,145.522
REGION IVA,Managers,2020,Q1,232.598,292.249
REGION IVA,Technicians and Associate Professionals,2021,Q4,231.564,168.93866666666668
REGION IVA,Managers,2020,Q3,231.291,200.201
BARMM,Elementary Occupations,2021,Q2,231.00566666666668,201.019
REGION VI,Service and Sales Workers,2018,Q2,230.585,174.351
REGION IVA,Professionals,2018,Q4,229.983,148.307
NCR,Professionals,2020,Q4,229.747,199.901
REGION VII,Managers,2018,Q2,229.54,161.732
REGION X,Elementary Occupations,2019,Q1,229.391,482.317
NCR,Professionals,2019,Q3,229.0,218.0
REGION II,Elementary Occupations,2018,Q1,228.968,395.714
REGION V,Managers,2018,Q1,228.577,179.85
REGION IX,Elementary Occupations,2021,Q4,228.01166666666666,338.295
REGION V,Managers,2018,Q4,227.757,183.221
REGION IVA,Professionals,2018,Q1,226.942,150.293
NCR,Professionals,2018,Q4,226.309,209.982
REGION III,Clerical Support Workers,2020,Q1,225.368,129.766
REGION IVA,Plant and Machine Operators and Assemblers,2019,Q1,225.29,630.845
REGION V,Managers,2018,Q2,225.063,168.491
REGION I,Elementary Occupations,2019,Q3,224.187,419.49
REGION II,Elementary Occupations,2020,Q1,223.374,365.084
REGION VII,Elementary Occupations,2020,Q4,222.364,303.922
REGION I,Elementary Occupations,2020,Q1,221.897,400.762
REGION III,Clerical Support Workers,2021,Q4,221.79999999999998,169.69833333333335
REGION VII,Managers,2018,Q3,221.502,159.989
REGION V,Elementary Occupations,2018,Q4,221.44,599.752
REGION V,Elementary Occupations,2018,Q2,220.602,521.121
REGION V,Elementary Occupations,2021,Q4,220.55233333333334,556.5316666666666
REGION I,Service and Sales Workers,2019,Q1,219.541,140.519
REGION X,Service and Sales Workers,2021,Q1,219.27233333333334,154.77733333333333
REGION IVA,Plant and Machine Operators and Assemblers,2020,Q3,219.105,684.991
REGION XII,Elementary Occupations,2019,Q3,219.001,435.634
REGION I,Service and Sales Workers,2020,Q3,218.463,137.653
REGION VII,Elementary Occupations,2020,Q2,218.123,355.644
REGION III,Clerical Support Workers,2021,Q3,217.92966666666666,132.24033333333333
REGION V,Elementary Occupations,2019,Q3,217.814,550.168
REGION I,Elementary Occupations,2019,Q4,217.714,425.059
REGION VII,Elementary Occupations,2018,Q2,217.692,403.401
REGION IX,Elementary Occupations,2021,Q3,216.94000000000003,318.915
REGION I,Service and Sales Workers,2020,Q1,216.537,174.304
REGION I,Service and Sales Workers,2018,Q4,216.448,161.025
REGION IVA,Professionals,2019,Q2,216.187,124.756
NCR,Professionals,2020,Q3,216.035,163.86
REGION I,Service and Sales Workers,2021,Q3,215.89866666666663,168.38266666666667
REGION II,Elementary Occupations,2019,Q4,215.72,368.4
REGION I,Elementary Occupations,2018,Q2,215.238,458.815
REGION XI,Elementary Occupations,2021,Q4,214.211,436.7176666666667
REGION IVA,Plant and Machine Operators and Assemblers,2020,Q1,213.718,681.137
REGION III,Managers,2019,Q4,213.624,267.673
REGION IVA,Professionals,2021,Q3,213.393,134.52700000000002
REGION III,Clerical Support Workers,2021,Q2,213.00433333333334,135.16166666666666
REGION I,Elementary Occupations,2018,Q3,212.832,445.223
NCR,Professionals,2018,Q1,211.795,199.566
REGION VI,Skilled Agricultural Forestry and Fishery Workers,2021,Q4,211.58133333333333,375.8766666666667
REGION XI,Service and Sales Workers,2021,Q1,211.56233333333333,156.016
REGION XI,Service and Sales Workers,2020,Q2,210.672,118.97
NCR,Technicians and Associate Professionals,2021,Q4,210.47133333333332,253.41466666666668
REGION I,Elementary Occupations,2019,Q2,209.844,411.808
REGION IVA,Plant and Machine Operators and Assemblers,2020,Q2,209.627,614.839
REGION IVA,Professionals,2021,Q1,208.434,182.48300000000003
REGION IVA,Professionals,2018,Q2,208.053,150.515
REGION III,Clerical Support Workers,2018,Q1,207.778,103.714
REGION VIII,Service and Sales Workers,2021,Q2,207.408,117.25466666666667
REGION VIII,Elementary Occupations,2021,Q3,206.92833333333337,404.16866666666664
REGION I,Service and Sales Workers,2019,Q3,205.664,131.846
NCR,Professionals,2018,Q2,204.823,193.381
REGION I,Elementary Occupations,2018,Q1,204.805,435.661
REGION XII,Service and Sales Workers,2020,Q1,204.745,110.314
REGION II,Elementary Occupations,2019,Q1,204.331,347.937
REGION I,Service and Sales Workers,2019,Q2,204.263,151.245
REGION X,Elementary Occupations,2018,Q3,204.165,450.202
REGION V,Managers,2018,Q3,203.993,145.628
REGION XII,Service and Sales Workers,2021,Q3,203.87233333333333,117.64566666666667
REGION VII,Managers,2018,Q4,203.684,158.934
REGION IVA,Professionals,2020,Q3,203.07,155.649
BARMM,Elementary Occupations,2020,Q3,202.927,224.574
REGION V,Service and Sales Workers,2021,Q4,202.845,153.33
REGION II,Elementary Occupations,2018,Q3,201.859,350.877
REGION VI,Managers,2018,Q3,201.826,161.587
REGION I,Elementary Occupations,2019,Q1,201.15,410.777
REGION III,Managers,2021,Q3,200.82000000000002,187.227
REGION III,Managers,2019,Q2,200.217,210.207
NCR,Professionals,2020,Q2,200.202,161.767
REGION XII,Elementary Occupations,2019,Q2,199.997,437.953
REGION I,Service and Sales Workers,2020,Q4,199.871,139.881
PHILIPPINES,Armed Forces Occupations,2021,Q4,199.466,83.96166666666666
REGION I,Elementary Occupations,2020,Q3,199.456,422.779
REGION V,Elementary Occupations,2020,Q3,199.152,527.907
REGION I,Service and Sales Workers,2019,Q4,198.72,179.7
REGION VIII,Service and Sales Workers,2020,Q1,198.643,120.35
REGION II,Elementary Occupations,2019,Q2,198.058,378.201
REGION IVA,Managers,2021,Q3,198.038,214.499
REGION I,Elementary Occupations,2020,Q2,197.883,330.316
REGION IVA,Managers,2020,Q4,196.613,244.534
REGION V,Elementary Occupations,2021,Q3,195.98366666666666,503.8923333333334
REGION XII,Service and Sales Workers,2020,Q3,195.974,105.242
REGION VII,Elementary Occupations,2021,Q1,195.8183333333333,512.2126666666667
REGION VIII,Elementary Occupations,2021,Q4,195.61866666666666,414.26866666666666
REGION VIII,Elementary Occupations,2018,Q1,195.378,394.62
REGION IVA,Plant and Machine Operators and Assemblers,2019,Q4,195.031,659.586
REGION X,Service and Sales Workers,2020,Q2,194.73,98.314
REGION IVA,Technicians and Associate Professionals,2019,Q3,194.693,225.922
NCR,Professionals,2021,Q3,194.67200000000003,161.84366666666668
REGION III,Professionals,2020,Q1,194.072,93.268
REGION IVA,Professionals,2020,Q2,193.747,119.301
REGION V,Service and Sales Workers,2021,Q1,193.3083333333333,153.26666666666668
REGION V,Elementary Occupations,2019,Q2,192.347,503.063
REGION II,Elementary Occupations,2018,Q4,192.182,333.707
REGION I,Service and Sales Workers,2018,Q2,192.171,123.017
REGION IX,Elementary Occupations,2021,Q1,191.84,336.80199999999996
REGION III,Professionals,2021,Q2,191.77200000000002,84.02933333333333
REGION IVA,Plant and Machine Operators and Assemblers,2019,Q3,191.709,570.704
REGION I,Elementary Occupations,2021,Q4,191.64266666666666,480.2796666666666
REGION II,Elementary Occupations,2019,Q3,191.433,331.722
REGION XI,Service and Sales Workers,2019,Q1,191.336,126.704
REGION IVA,Managers,2021,Q4,191.21533333333332,236.74800000000002
NCR,Technicians and Associate Professionals,2018,Q2,190.97,229.759
REGION XII,Elementary Occupations,2018,Q4,190.92,436.79
REGION VII,Managers,2019,Q4,190.533,121.625
REGION IVA,Managers,2021,Q2,189.91433333333336,243.6063333333333
REGION IVA,Technicians and Associate Professionals,2019,Q2,188.138,188.694
REGION VII,Managers,2019,Q1,188.104,131.795
REGION V,Service and Sales Workers,2018,Q1,187.588,151.083
REGION III,Clerical Support Workers,2019,Q2,187.164,140.486
REGION VI,Managers,2019,Q1,186.913,158.324
REGION XII,Service and Sales Workers,2020,Q4,186.325,120.046
REGION XII,Elementary Occupations,2019,Q1,185.983,443.274
NCR,Technicians and Associate Professionals,2021,Q3,185.889,200.73066666666668
REGION V,Elementary Occupations,2020,Q1,185.664,488.076
REGION IX,Elementary Occupations,2018,Q1,185.23,286.236
REGION I,Elementary Occupations,2018,Q4,184.891,407.479
REGION III,Professionals,2019,Q1,184.672,103.079
REGION XII,Elementary Occupations,2019,Q4,184.664,410.254
REGION I,Elementary Occupations,2020,Q4,184.404,414.448
REGION I,Service and Sales Workers,2018,Q1,183.621,140.278
REGION IVA,Plant and Machine Operators and Assemblers,2021,Q3,183.193,633.5656666666667
REGION IVA,Technicians and Associate Professionals,2018,Q4,183.163,156.066
REGION IVA,Technicians and Associate Professionals,2020,Q1,183.022,205.769
REGION VIII,Elementary Occupations,2019,Q2,182.79,345.608
REGION XI,Elementary Occupations,2021,Q2,182.71866666666665,458.1856666666667
REGION VI,Managers,2018,Q4,182.475,157.841
CARAGA,Service and Sales Workers,2021,Q2,182.31833333333336,76.65533333333333
REGION XII,Managers,2018,Q3,182.313,140.261
NCR,Professionals,2021,Q1,181.207,216.82933333333332
REGION V,Service and Sales Workers,2018,Q4,181.115,145.484
REGION III,Clerical Support Workers,2019,Q1,180.432,107.459
BARMM,Elementary Occupations,2020,Q4,180.367,175.175
NCR,Technicians and Associate Professionals,2019,Q4,179.903,192.622
REGION XII,Elementary Occupations,2018,Q2,179.812,389.515
REGION XII,Elementary Occupations,2018,Q1,179.103,411.493
REGION III,Professionals,2021,Q4,179.04866666666666,116.08733333333333
REGION III,Clerical Support Workers,2019,Q4,178.449,143.206
NCR,Technicians and Associate Professionals,2019,Q2,178.293,213.31
REGION III,Clerical Support Workers,2018,Q4,178.093,143.651
REGION V,Elementary Occupations,2019,Q4,178.047,492.166
REGION VII,Skilled Agricultural Forestry and Fishery Workers,2021,Q3,177.90633333333335,388.108
REGION II,Elementary Occupations,2020,Q3,177.513,341.842
REGION II,Elementary Occupations,2021,Q2,177.3116666666667,301.234
REGION XI,Service and Sales Workers,2018,Q4,177.0,130.911
REGION VIII,Elementary Occupations,2021,Q2,176.20766666666668,428.54866666666663
REGION VIII,Elementary Occupations,2019,Q3,176.173,398.702
REGION XI,Elementary Occupations,2021,Q3,175.7976666666667,511.468
REGION XII,Managers,2018,Q1,175.236,166.111
REGION III,Clerical Support Workers,2018,Q3,175.067,113.377
REGION IVA,Plant and Machine Operators and Assemblers,2018,Q4,174.484,500.963
REGION XII,Elementary Occupations,2018,Q3,174.302,437.275
REGION X,Managers,2018,Q2,174.299,122.879
REGION V,Elementary Occupations,2020,Q2,174.128,448.594
REGION IVA,Plant and Machine Operators and Assemblers,2019,Q2,174.113,772.925
REGION III,Managers,2020,Q3,174.096,145.828
REGION XI,Managers,2018,Q1,174.077,146.9
REGION VIII,Elementary Occupations,2018,Q2,173.991,425.782
REGION III,Managers,2021,Q2,173.90366666666668,189.686
REGION IVA,Technicians and Associate Professionals,2018,Q3,173.723,206.4
REGION XII,Service and Sales Workers,2019,Q3,173.354,112.939
REGION VII,Skilled Agricultural Forestry and Fishery Workers,2020,Q3,173.288,409.762
REGION VIII,Managers,2018,Q2,173.281,123.081
REGION IVA,Technicians and Associate Professionals,2019,Q1,173.107,242.303
REGION XI,Service and Sales Workers,2018,Q3,172.98,126.043
REGION I,Managers,2018,Q1,172.947,137.402
REGION XII,Managers,2018,Q4,172.274,174.455
REGION VI,Managers,2019,Q4,171.925,146.216
REGION V,Service and Sales Workers,2020,Q2,171.68,130.037
REGION VIII,Service and Sales Workers,2021,Q1,170.981,119.82933333333334
REGION VII,Clerical Support Workers,2021,Q4,170.698,106.52433333333335
REGION VIII,Managers,2018,Q1,170.309,123.6
REGION V,Elementary Occupations,2018,Q3,170.285,508.245
REGION V,Service and Sales Workers,2018,Q3,170.049,147.01
NCR,Technicians and Associate Professionals,2020,Q4,169.984,207.302
NCR,Technicians and Associate Professionals,2018,Q3,169.456,207.958
REGION I,Service and Sales Workers,2018,Q3,169.44,150.291
REGION I,Managers,2019,Q3,169.439,170.608
REGION X,Managers,2018,Q4,169.234,139.7
REGION III,Professionals,2019,Q2,168.972,111.035
REGION X,Managers,2018,Q1,168.397,147.957
REGION IVA,Clerical Support Workers,2021,Q1,168.06866666666667,183.02566666666667
REGION III,Professionals,2020,Q2,167.88,90.553
REGION VII,Managers,2019,Q2,167.515,130.14
REGION IVA,Technicians and Associate Professionals,2018,Q1,167.17,211.79
REGION I,Managers,2018,Q4,166.914,167.83
REGION II,Elementary Occupations,2021,Q1,166.689,356.8723333333333
REGION II,Elementary Occupations,2020,Q2,166.215,301.331
REGION X,Managers,2018,Q3,165.181,129.958
NCR,Technicians and Associate Professionals,2019,Q1,164.637,193.275
CARAGA,Service and Sales Workers,2021,Q4,164.54333333333332,72.41933333333334
REGION I,Managers,2018,Q3,164.304,116.327
NCR,Technicians and Associate Professionals,2019,Q3,164.0,217.0
REGION XI,Service and Sales Workers,2018,Q1,163.925,122.034
REGION VII,Managers,2019,Q3,163.888,108.234
REGION VIII,Elementary Occupations,2020,Q3,163.814,364.098
REGION XI,Elementary Occupations,2019,Q4,163.238,414.087
REGION I,Elementary Occupations,2021,Q1,163.232,408.62466666666666
REGION VIII,Service and Sales Workers,2018,Q3,163.196,117.462
REGION III,Clerical Support Workers,2019,Q3,162.797,103.265
REGION VIII,Managers,2019,Q1,162.045,109.759
REGION XII,Service and Sales Workers,2019,Q2,161.886,109.385
REGION II,Service and Sales Workers,2021,Q3,161.66166666666666,77.062
REGION V,Elementary Occupations,2020,Q4,161.545,509.213
REGION I,Managers,2019,Q4,161.427,165.675
REGION IVA,Technicians and Associate Professionals,2018,Q2,161.4,162.308
REGION III,Clerical Support Workers,2018,Q2,161.035,104.236
REGION IVA,Craft and Related Trades Workers,2021,Q2,160.99666666666667,419.557
REGION II,Service and Sales Workers,2021,Q2,160.62033333333332,86.46533333333333
REGION VI,Managers,2019,Q2,160.538,161.901
REGION XII,Elementary Occupations,2020,Q4,160.024,359.997
REGION III,Professionals,2018,Q4,159.679,96.357
REGION IVA,Technicians and Associate Professionals,2020,Q2,159.477,165.99
REGION VIII,Elementary Occupations,2018,Q4,159.435,386.84
REGION XI,Elementary Occupations,2018,Q4,159.239,474.588
REGION IVA,Plant and Machine Operators and Assemblers,2021,Q1,158.94066666666666,631.2853333333333
REGION XI,Managers,2019,Q1,158.827,141.765
REGION III,Professionals,2019,Q4,158.818,103.083
REGION IVA,Technicians and Associate Professionals,2019,Q4,158.798,215.487
REGION V,Elementary Occupations,2019,Q1,158.495,441.261
REGION X,Service and Sales Workers,2018,Q1,158.301,120.652
REGION I,Service and Sales Workers,2020,Q2,158.127,141.682
REGION XI,Elementary Occupations,2018,Q1,157.959,462.982
CARAGA,Service and Sales Workers,2021,Q3,157.897,67.22966666666666
REGION VIII,Service and Sales Workers,2018,Q2,157.834,110.886
REGION VIII,Elementary Occupations,2019,Q4,157.445,362.315
REGION I,Managers,2020,Q3,157.405,116.927
REGION XI,Managers,2018,Q4,156.724,146.245
REGION XI,Managers,2018,Q2,156.629,156.739
REGION XI,Elementary Occupations,2018,Q3,156.577,437.215
REGION III,Managers,2021,Q4,156.43766666666667,169.97
REGION XI,Elementary Occupations,2018,Q2,156.339,402.862
BARMM,Elementary Occupations,2021,Q1,156.25466666666668,211.721
REGION VIII,Managers,2018,Q3,156.103,102.832
REGION IVA,Plant and Machine Operators and Assemblers,2018,Q3,156.077,460.533
REGION VI,Armed Forces Occupations,2021,Q4,155.89466666666667,1.7523333333333333
REGION I,Managers,2020,Q4,155.765,103.837
REGION XII,Elementary Occupations,2020,Q2,155.374,335.544
NCR,Technicians and Associate Professionals,2018,Q4,155.177,220.397
REGION VIII,Managers,2018,Q4,154.886,131.954
REGION V,Service and Sales Workers,2018,Q2,154.786,151.191
REGION VIII,Managers,2019,Q3,154.553,105.71
REGION IX,Elementary Occupations,2020,Q3,154.341,264.543
REGION IVA,Plant and Machine Operators and Assemblers,2018,Q1,154.286,479.985
REGION V,Skilled Agricultural Forestry and Fishery Workers,2021,Q4,153.381,275.87333333333333
REGION VIII,Service and Sales Workers,2019,Q3,153.233,123.843
REGION XI,Service and Sales Workers,2018,Q2,153.226,133.372
REGION XII,Service and Sales Workers,2019,Q4,152.276,111.77
REGION IVA,Technicians and Associate Professionals,2020,Q4,152.163,188.239
CARAGA,Elementary Occupations,2021,Q2,151.58733333333333,260.537
CARAGA,Elementary Occupations,2021,Q4,151.54133333333334,282.95733333333334
REGION I,Managers,2021,Q3,151.31933333333333,108.329
REGION III,Professionals,2020,Q4,151.249,90.97
REGION I,Elementary Occupations,2021,Q3,151.01233333333334,467.1286666666667
REGION VIII,Elementary Occupations,2018,Q3,150.347,373.158
REGION VII,Skilled Agricultural Forestry and Fishery Workers,2018,Q1,149.966,317.782
REGION XII,Managers,2019,Q3,149.966,107.063
REGION VI,Managers,2019,Q3,149.96,145.981
REGION III,Managers,2020,Q2,149.703,137.665
REGION IVA,Craft and Related Trades Workers,2019,Q3,149.522,501.438
REGION I,Managers,2021,Q2,149.392,151.73433333333332
REGION IVA,Plant and Machine Operators and Assemblers,2020,Q4,149.164,611.43
REGION XII,Managers,2018,Q2,149.117,153.555
REGION VIII,Service and Sales Workers,2019,Q1,148.677,96.446
REGION XI,Elementary Occupations,2020,Q1,148.619,415.525
REGION III,Professionals,2018,Q2,148.384,88.775
REGION III,Managers,2019,Q3,147.937,191.119
REGION IVA,Technicians and Associate Professionals,2020,Q3,147.479,158.012
REGION VIII,Service and Sales Workers,2020,Q4,147.3,95.067
REGION IVA,Technicians and Associate Professionals,2021,Q3,146.91633333333334,161.49666666666667
REGION IVA,Craft and Related Trades Workers,2021,Q4,146.74533333333332,557.1686666666666
REGION IVA,Managers,2021,Q1,146.54500000000002,259.0363333333333
REGION I,Managers,2019,Q1,146.387,154.103
REGION X,Service and Sales Workers,2018,Q3,146.204,107.54
REGION VI,Managers,2020,Q1,145.911,113.375
REGION XI,Managers,2018,Q3,145.672,140.464
REGION VIII,Service and Sales Workers,2018,Q1,145.111,125.095
